Date,AAPL-US,ABBV-US,ABT-US,ACN-US,ADBE-US,AIG-US,AMD-US,AMGN-US,AMT-US,AMZN-US,AVGO-US,AXP-US,BA-US,BAC-US,BK-US,BKNG-US,BLK-US,BMY-US,BRK.B-US,C-US,CAT-US,CL-US,CMCSA-US,COF-US,COP-US,COST-US,CRM-US,CSCO-US,CVS-US,CVX-US,DE-US,DHR-US,DIS-US,DUK-US,EMR-US,FDX-US,GD-US,GE-US,GILD-US,GM-US,GOOG-US,GOOGL-US,GS-US,HD-US,HON-US,IBM-US,INTC-US,INTU-US,ISRG-US,JNJ-US,JPM-US,KO-US,LIN-US,LLY-US,LMT-US,LOW-US,MA-US,MCD-US,MDLZ-US,MDT-US,MET-US,META-US,MMM-US,MO-US,MRK-US,MS-US,MSFT-US,NEE-US,NFLX-US,NKE-US,NOW-US,NVDA-US,ORCL-US,PEP-US,PFE-US,PG-US,PLTR-US,PM-US,PYPL-US,QCOM-US,RTX-US,SBUX-US,SCHW-US,SO-US,SPG-US,T-US,TGT-US,TMO-US,TMUS-US,TSLA-US,TXN-US,UBER-US,UNH-US,UNP-US,UPS-US,USB-US,V-US,VZ-US,WFC-US,WMT-US,XOM-US
2023-10-27,0.0,0.004152389055188105,0.0,0.0,6.037182353940336e-19,1.0880611625994258e-18,2.386140317996008e-19,0.009973116767423646,0.0,0.05182311068789565,1.4647045574544278e-20,1.5361040161510536e-19,7.351119806418488e-19,3.682569247160639e-20,3.1700589462683785e-19,0.0,4.699517863858545e-19,0.053304779241889845,0.011048296696519595,6.976999714229832e-19,1.9633406686556637e-20,0.08131361683616492,0.01346315553924714,1.4661514405272975e-18,6.060849311881651e-20,0.01309961100001548,0.0,0.0,0.0,1.0469476492376578e-18,1.4235154065871834e-19,0.001061154427812652,7.652024337273236e-20,0.0,7.30556549042028e-20,5.841093279148157e-20,3.6116939765252755e-19,0.0,0.08183549717266074,8.183206213964845e-19,0.011128645610612766,0.009365881338689064,0.0,0.0,0.0,5.890955751068741e-20,3.8779081553379926e-19,0.0,1.2168330932296794e-19,0.06736392414745895,9.083166979294931e-20,1.7666971929991221e-19,0.0,8.673617379884035e-19,0.0003452195071358389,0.0,0.0,0.030950421619384497,0.009699631365631619,0.0,2.5774506547005085e-19,0.008023496242344124,0.0,0.03942429746566286,0.10460160168862934,0.0,1.8431436932253575e-18,0.0,1.6769620183676302e-20,0.0,2.60627567607013e-20,2.845940882872622e-20,0.04037293871392985,0.025964286043538898,0.007109217834292086,0.04261328089266001,,2.3274893581984165e-19,0.0,1.444420137353062e-19,,2.0573240936373584e-19,1.8232974457443584e-19,0.0,4.004316594115268e-19,0.022878584705692755,0.0,6.137659249957124e-19,0.013867599259327797,9.400248332515501e-19,0.013671260971447252,,2.9654191350063443e-19,0.0,0.003279842277608626,0.0,0.0,0.12452805205679815,2.0084072941279575e-19,0.10373709083433778,1.7300725692810704e-19
2023-11-03,0.0,0.004152389055188105,0.0,0.0,6.037182353940336e-19,1.0880611625994258e-18,2.386140317996008e-19,0.009973116767423646,0.0,0.05182311068789565,1.4647045574544278e-20,1.5361040161510536e-19,7.351119806418488e-19,3.682569247160639e-20,3.1700589462683785e-19,0.0,4.699517863858545e-19,0.053304779241889845,0.011048296696519595,6.976999714229832e-19,1.9633406686556637e-20,0.08131361683616492,0.01346315553924714,1.4661514405272975e-18,6.060849311881651e-20,0.01309961100001548,0.0,0.0,0.0,1.0469476492376578e-18,1.4235154065871834e-19,0.001061154427812652,7.652024337273236e-20,0.0,7.30556549042028e-20,5.841093279148157e-20,3.6116939765252755e-19,0.0,0.08183549717266074,8.183206213964845e-19,0.011128645610612766,0.009365881338689064,0.0,0.0,0.0,5.890955751068741e-20,3.8779081553379926e-19,0.0,1.2168330932296794e-19,0.06736392414745895,9.083166979294931e-20,1.7666971929991221e-19,0.0,8.673617379884035e-19,0.0003452195071358389,0.0,0.0,0.030950421619384497,0.009699631365631619,0.0,2.5774506547005085e-19,0.008023496242344124,0.0,0.03942429746566286,0.10460160168862934,0.0,1.8431436932253575e-18,0.0,1.6769620183676302e-20,0.0,2.60627567607013e-20,2.845940882872622e-20,0.04037293871392985,0.025964286043538898,0.007109217834292086,0.04261328089266001,,2.3274893581984165e-19,0.0,1.444420137353062e-19,,2.0573240936373584e-19,1.8232974457443584e-19,0.0,4.004316594115268e-19,0.022878584705692755,0.0,6.137659249957124e-19,0.013867599259327797,9.400248332515501e-19,0.013671260971447252,,2.9654191350063443e-19,0.0,0.003279842277608626,0.0,0.0,0.12452805205679815,2.0084072941279575e-19,0.10373709083433778,1.7300725692810704e-19
2023-11-10,0.0,0.004152389055188105,0.0,0.0,6.037182353940336e-19,1.0880611625994258e-18,2.386140317996008e-19,0.009973116767423646,0.0,0.05182311068789565,1.4647045574544278e-20,1.5361040161510536e-19,7.351119806418488e-19,3.682569247160639e-20,3.1700589462683785e-19,0.0,4.699517863858545e-19,0.053304779241889845,0.011048296696519595,6.976999714229832e-19,1.9633406686556637e-20,0.08131361683616492,0.01346315553924714,1.4661514405272975e-18,6.060849311881651e-20,0.01309961100001548,0.0,0.0,0.0,1.0469476492376578e-18,1.4235154065871834e-19,0.001061154427812652,7.652024337273236e-20,0.0,7.30556549042028e-20,5.841093279148157e-20,3.6116939765252755e-19,0.0,0.08183549717266074,8.183206213964845e-19,0.011128645610612766,0.009365881338689064,0.0,0.0,0.0,5.890955751068741e-20,3.8779081553379926e-19,0.0,1.2168330932296794e-19,0.06736392414745895,9.083166979294931e-20,1.7666971929991221e-19,0.0,8.673617379884035e-19,0.0003452195071358389,0.0,0.0,0.030950421619384497,0.009699631365631619,0.0,2.5774506547005085e-19,0.008023496242344124,0.0,0.03942429746566286,0.10460160168862934,0.0,1.8431436932253575e-18,0.0,1.6769620183676302e-20,0.0,2.60627567607013e-20,2.845940882872622e-20,0.04037293871392985,0.025964286043538898,0.007109217834292086,0.04261328089266001,,2.3274893581984165e-19,0.0,1.444420137353062e-19,,2.0573240936373584e-19,1.8232974457443584e-19,0.0,4.004316594115268e-19,0.022878584705692755,0.0,6.137659249957124e-19,0.013867599259327797,9.400248332515501e-19,0.013671260971447252,,2.9654191350063443e-19,0.0,0.003279842277608626,0.0,0.0,0.12452805205679815,2.0084072941279575e-19,0.10373709083433778,1.7300725692810704e-19
2023-11-17,0.0,0.004152389055188105,0.0,0.0,6.037182353940336e-19,1.0880611625994258e-18,2.386140317996008e-19,0.009973116767423646,0.0,0.05182311068789565,1.4647045574544278e-20,1.5361040161510536e-19,7.351119806418488e-19,3.682569247160639e-20,3.1700589462683785e-19,0.0,4.699517863858545e-19,0.053304779241889845,0.011048296696519595,6.976999714229832e-19,1.9633406686556637e-20,0.08131361683616492,0.01346315553924714,1.4661514405272975e-18,6.060849311881651e-20,0.01309961100001548,0.0,0.0,0.0,1.0469476492376578e-18,1.4235154065871834e-19,0.001061154427812652,7.652024337273236e-20,0.0,7.30556549042028e-20,5.841093279148157e-20,3.6116939765252755e-19,0.0,0.08183549717266074,8.183206213964845e-19,0.011128645610612766,0.009365881338689064,0.0,0.0,0.0,5.890955751068741e-20,3.8779081553379926e-19,0.0,1.2168330932296794e-19,0.06736392414745895,9.083166979294931e-20,1.7666971929991221e-19,0.0,8.673617379884035e-19,0.0003452195071358389,0.0,0.0,0.030950421619384497,0.009699631365631619,0.0,2.5774506547005085e-19,0.008023496242344124,0.0,0.03942429746566286,0.10460160168862934,0.0,1.8431436932253575e-18,0.0,1.6769620183676302e-20,0.0,2.60627567607013e-20,2.845940882872622e-20,0.04037293871392985,0.025964286043538898,0.007109217834292086,0.04261328089266001,,2.3274893581984165e-19,0.0,1.444420137353062e-19,,2.0573240936373584e-19,1.8232974457443584e-19,0.0,4.004316594115268e-19,0.022878584705692755,0.0,6.137659249957124e-19,0.013867599259327797,9.400248332515501e-19,0.013671260971447252,,2.9654191350063443e-19,0.0,0.003279842277608626,0.0,0.0,0.12452805205679815,2.0084072941279575e-19,0.10373709083433778,1.7300725692810704e-19
2023-11-24,0.0,0.021558306239903156,0.00026161136117070286,0.0,0.0,6.8418433833595225e-19,2.6910818696681e-19,0.03061799581314689,0.0,0.03775554154004099,0.0,1.0473602914602245e-18,0.0,0.0,0.0,0.0,5.535869629830177e-22,0.043565940762589996,0.014676386598245241,0.0,0.0,0.06267779323523828,0.011242435603577187,5.7616162365748375e-19,0.0,0.027121200326572406,0.0,0.011223595720956768,0.0,2.5820808484212984e-19,0.0,0.003460690684824412,0.0,0.007407473093539865,0.0,0.0,0.0,1.9589885522034965e-19,0.06874683998071911,3.5403540127858394e-19,0.008152166695598002,0.006847515588772647,6.052617975049711e-19,0.0,2.1995528007095843e-20,0.00021516566426577858,0.0,0.0,0.0,0.054464480836344135,1.442592803705546e-20,5.204170427930421e-18,4.736798951997599e-19,0.026558692414658764,0.014021721511691562,4.2927555323827696e-20,0.0,0.025926872178969027,0.02347682932360209,0.0,0.0,0.006200987228045943,4.448537327865938e-19,0.03081072755604742,0.08470158327912138,1.6439830560887621e-19,0.007951181631886767,6.192331198637474e-21,0.0,0.0,0.0,0.0,0.030734634282574162,0.029005205030614725,0.022830590323628358,0.04355362123063449,,1.1926223897340549e-18,0.0,0.0,,1.4985750000963047e-18,2.6765674222895243e-21,0.0,5.465227041142699e-19,0.02585756257721188,2.0540187685619715e-19,0.009939705507766166,0.023047676082039666,0.0,0.011433655717171512,,0.0,0.0,0.00427851675867437,1.8227332121200604e-19,0.0,0.08653290402713888,0.0,0.08314219359301711,7.794200304632042e-19
2023-12-01,0.0,0.021558306239903156,0.00026161136117070286,0.0,0.0,6.8418433833595225e-19,2.6910818696681e-19,0.03061799581314689,0.0,0.03775554154004099,0.0,1.0473602914602245e-18,0.0,0.0,0.0,0.0,5.535869629830177e-22,0.043565940762589996,0.014676386598245241,0.0,0.0,0.06267779323523828,0.011242435603577187,5.7616162365748375e-19,0.0,0.027121200326572406,0.0,0.011223595720956768,0.0,2.5820808484212984e-19,0.0,0.003460690684824412,0.0,0.007407473093539865,0.0,0.0,0.0,1.9589885522034965e-19,0.06874683998071911,3.5403540127858394e-19,0.008152166695598002,0.006847515588772647,6.052617975049711e-19,0.0,2.1995528007095843e-20,0.00021516566426577858,0.0,0.0,0.0,0.054464480836344135,1.442592803705546e-20,5.204170427930421e-18,4.736798951997599e-19,0.026558692414658764,0.014021721511691562,4.2927555323827696e-20,0.0,0.025926872178969027,0.02347682932360209,0.0,0.0,0.006200987228045943,4.448537327865938e-19,0.03081072755604742,0.08470158327912138,1.6439830560887621e-19,0.007951181631886767,6.192331198637474e-21,0.0,0.0,0.0,0.0,0.030734634282574162,0.029005205030614725,0.022830590323628358,0.04355362123063449,,1.1926223897340549e-18,0.0,0.0,,1.4985750000963047e-18,2.6765674222895243e-21,0.0,5.465227041142699e-19,0.02585756257721188,2.0540187685619715e-19,0.009939705507766166,0.023047676082039666,0.0,0.011433655717171512,,0.0,0.0,0.00427851675867437,1.8227332121200604e-19,0.0,0.08653290402713888,0.0,0.08314219359301711,7.794200304632042e-19
2023-12-08,0.0,0.021558306239903156,0.00026161136117070286,0.0,0.0,6.8418433833595225e-19,2.6910818696681e-19,0.03061799581314689,0.0,0.03775554154004099,0.0,1.0473602914602245e-18,0.0,0.0,0.0,0.0,5.535869629830177e-22,0.043565940762589996,0.014676386598245241,0.0,0.0,0.06267779323523828,0.011242435603577187,5.7616162365748375e-19,0.0,0.027121200326572406,0.0,0.011223595720956768,0.0,2.5820808484212984e-19,0.0,0.003460690684824412,0.0,0.007407473093539865,0.0,0.0,0.0,1.9589885522034965e-19,0.06874683998071911,3.5403540127858394e-19,0.008152166695598002,0.006847515588772647,6.052617975049711e-19,0.0,2.1995528007095843e-20,0.00021516566426577858,0.0,0.0,0.0,0.054464480836344135,1.442592803705546e-20,5.204170427930421e-18,4.736798951997599e-19,0.026558692414658764,0.014021721511691562,4.2927555323827696e-20,0.0,0.025926872178969027,0.02347682932360209,0.0,0.0,0.006200987228045943,4.448537327865938e-19,0.03081072755604742,0.08470158327912138,1.6439830560887621e-19,0.007951181631886767,6.192331198637474e-21,0.0,0.0,0.0,0.0,0.030734634282574162,0.029005205030614725,0.022830590323628358,0.04355362123063449,,1.1926223897340549e-18,0.0,0.0,,1.4985750000963047e-18,2.6765674222895243e-21,0.0,5.465227041142699e-19,0.02585756257721188,2.0540187685619715e-19,0.009939705507766166,0.023047676082039666,0.0,0.011433655717171512,,0.0,0.0,0.00427851675867437,1.8227332121200604e-19,0.0,0.08653290402713888,0.0,0.08314219359301711,7.794200304632042e-19
2023-12-15,0.0,0.021558306239903156,0.00026161136117070286,0.0,0.0,6.8418433833595225e-19,2.6910818696681e-19,0.03061799581314689,0.0,0.03775554154004099,0.0,1.0473602914602245e-18,0.0,0.0,0.0,0.0,5.535869629830177e-22,0.043565940762589996,0.014676386598245241,0.0,0.0,0.06267779323523828,0.011242435603577187,5.7616162365748375e-19,0.0,0.027121200326572406,0.0,0.011223595720956768,0.0,2.5820808484212984e-19,0.0,0.003460690684824412,0.0,0.007407473093539865,0.0,0.0,0.0,1.9589885522034965e-19,0.06874683998071911,3.5403540127858394e-19,0.008152166695598002,0.006847515588772647,6.052617975049711e-19,0.0,2.1995528007095843e-20,0.00021516566426577858,0.0,0.0,0.0,0.054464480836344135,1.442592803705546e-20,5.204170427930421e-18,4.736798951997599e-19,0.026558692414658764,0.014021721511691562,4.2927555323827696e-20,0.0,0.025926872178969027,0.02347682932360209,0.0,0.0,0.006200987228045943,4.448537327865938e-19,0.03081072755604742,0.08470158327912138,1.6439830560887621e-19,0.007951181631886767,6.192331198637474e-21,0.0,0.0,0.0,0.0,0.030734634282574162,0.029005205030614725,0.022830590323628358,0.04355362123063449,,1.1926223897340549e-18,0.0,0.0,,1.4985750000963047e-18,2.6765674222895243e-21,0.0,5.465227041142699e-19,0.02585756257721188,2.0540187685619715e-19,0.009939705507766166,0.023047676082039666,0.0,0.011433655717171512,,0.0,0.0,0.00427851675867437,1.8227332121200604e-19,0.0,0.08653290402713888,0.0,0.08314219359301711,7.794200304632042e-19
2023-12-22,0.0,0.021558306239903156,0.00026161136117070286,0.0,0.0,6.8418433833595225e-19,2.6910818696681e-19,0.03061799581314689,0.0,0.03775554154004099,0.0,1.0473602914602245e-18,0.0,0.0,0.0,0.0,5.535869629830177e-22,0.043565940762589996,0.014676386598245241,0.0,0.0,0.06267779323523828,0.011242435603577187,5.7616162365748375e-19,0.0,0.027121200326572406,0.0,0.011223595720956768,0.0,2.5820808484212984e-19,0.0,0.003460690684824412,0.0,0.007407473093539865,0.0,0.0,0.0,1.9589885522034965e-19,0.06874683998071911,3.5403540127858394e-19,0.008152166695598002,0.006847515588772647,6.052617975049711e-19,0.0,2.1995528007095843e-20,0.00021516566426577858,0.0,0.0,0.0,0.054464480836344135,1.442592803705546e-20,5.204170427930421e-18,4.736798951997599e-19,0.026558692414658764,0.014021721511691562,4.2927555323827696e-20,0.0,0.025926872178969027,0.02347682932360209,0.0,0.0,0.006200987228045943,4.448537327865938e-19,0.03081072755604742,0.08470158327912138,1.6439830560887621e-19,0.007951181631886767,6.192331198637474e-21,0.0,0.0,0.0,0.0,0.030734634282574162,0.029005205030614725,0.022830590323628358,0.04355362123063449,,1.1926223897340549e-18,0.0,0.0,,1.4985750000963047e-18,2.6765674222895243e-21,0.0,5.465227041142699e-19,0.02585756257721188,2.0540187685619715e-19,0.009939705507766166,0.023047676082039666,0.0,0.011433655717171512,,0.0,0.0,0.00427851675867437,1.8227332121200604e-19,0.0,0.08653290402713888,0.0,0.08314219359301711,7.794200304632042e-19
2023-12-29,0.0,0.02192657668482637,0.0,0.0,8.69065329757841e-19,7.947534300486769e-19,2.9985918920295124e-19,0.02738498318579427,1.0089289335612866e-18,0.036968550691519025,2.320965534226072e-19,0.0,0.0,0.0,5.438046780121898e-19,1.483434591509175e-19,4.871566380526375e-19,0.044063338514794284,0.01545346821003113,1.9166597160361512e-19,0.0,0.06286577243574,0.011045507582864397,5.709097323243274e-19,3.4033879079427076e-18,0.02666206847180078,5.234758872780866e-19,0.0113084438739536,3.3374050709312326e-19,1.1468921364572515e-18,0.0,0.0023966790474424277,1.914389719544008e-19,0.005372255840757302,6.183435773705682e-19,6.091293824572568e-19,2.2965862208733024e-19,0.0,0.06767943758335503,1.1918880501682154e-18,0.00858291975550679,0.00704672818400992,0.0,6.454486316827058e-19,5.591370039371276e-20,0.0,1.0113668648965635e-18,0.0,0.0,0.054954445764999124,2.880864608157515e-20,0.0,0.0,0.028321025395249496,0.013247005442938118,8.395223441104265e-19,6.047910502144994e-19,0.02435043081495382,0.025337829723178988,1.0074410193806773e-18,6.02520326364702e-20,0.007305931393581742,0.0,0.034297082449714765,0.08588568789103886,9.70709283428357e-19,0.0068753724610541534,1.0277698101147807e-18,1.9196131840023878e-18,1.144621412607454e-19,3.990652115381903e-19,0.0,0.03134106746526932,0.029308940401618872,0.024601548489610537,0.043215259974975544,,0.00023961188982608004,0.0,4.082794064515017e-19,,8.301875470585037e-20,0.0,1.0452481827867355e-18,1.9305914186517928e-21,0.025394194502709095,0.000815175946560693,0.008507805302591674,0.023966283686489214,0.0,0.009378634544089335,,0.0,2.5676367639946785e-19,0.005127737103188155,0.0,2.5242534415671043e-19,0.08536844329379077,1.0090961410467659e-19,0.08256978412641211,0.0008339718737643126
2024-01-05,0.0,0.02192657668482637,0.0,0.0,8.69065329757841e-19,7.947534300486769e-19,2.9985918920295124e-19,0.02738498318579427,1.0089289335612866e-18,0.036968550691519025,2.320965534226072e-19,0.0,0.0,0.0,5.438046780121898e-19,1.483434591509175e-19,4.871566380526375e-19,0.044063338514794284,0.01545346821003113,1.9166597160361512e-19,0.0,0.06286577243574,0.011045507582864397,5.709097323243274e-19,3.4033879079427076e-18,0.02666206847180078,5.234758872780866e-19,0.0113084438739536,3.3374050709312326e-19,1.1468921364572515e-18,0.0,0.0023966790474424277,1.914389719544008e-19,0.005372255840757302,6.183435773705682e-19,6.091293824572568e-19,2.2965862208733024e-19,0.0,0.06767943758335503,1.1918880501682154e-18,0.00858291975550679,0.00704672818400992,0.0,6.454486316827058e-19,5.591370039371276e-20,0.0,1.0113668648965635e-18,0.0,0.0,0.054954445764999124,2.880864608157515e-20,0.0,0.0,0.028321025395249496,0.013247005442938118,8.395223441104265e-19,6.047910502144994e-19,0.02435043081495382,0.025337829723178988,1.0074410193806773e-18,6.02520326364702e-20,0.007305931393581742,0.0,0.034297082449714765,0.08588568789103886,9.70709283428357e-19,0.0068753724610541534,1.0277698101147807e-18,1.9196131840023878e-18,1.144621412607454e-19,3.990652115381903e-19,0.0,0.03134106746526932,0.029308940401618872,0.024601548489610537,0.043215259974975544,,0.00023961188982608004,0.0,4.082794064515017e-19,,8.301875470585037e-20,0.0,1.0452481827867355e-18,1.9305914186517928e-21,0.025394194502709095,0.000815175946560693,0.008507805302591674,0.023966283686489214,0.0,0.009378634544089335,,0.0,2.5676367639946785e-19,0.005127737103188155,0.0,2.5242534415671043e-19,0.08536844329379077,1.0090961410467659e-19,0.08256978412641211,0.0008339718737643126
2024-01-12,0.0,0.02192657668482637,0.0,0.0,8.69065329757841e-19,7.947534300486769e-19,2.9985918920295124e-19,0.02738498318579427,1.0089289335612866e-18,0.036968550691519025,2.320965534226072e-19,0.0,0.0,0.0,5.438046780121898e-19,1.483434591509175e-19,4.871566380526375e-19,0.044063338514794284,0.01545346821003113,1.9166597160361512e-19,0.0,0.06286577243574,0.011045507582864397,5.709097323243274e-19,3.4033879079427076e-18,0.02666206847180078,5.234758872780866e-19,0.0113084438739536,3.3374050709312326e-19,1.1468921364572515e-18,0.0,0.0023966790474424277,1.914389719544008e-19,0.005372255840757302,6.183435773705682e-19,6.091293824572568e-19,2.2965862208733024e-19,0.0,0.06767943758335503,1.1918880501682154e-18,0.00858291975550679,0.00704672818400992,0.0,6.454486316827058e-19,5.591370039371276e-20,0.0,1.0113668648965635e-18,0.0,0.0,0.054954445764999124,2.880864608157515e-20,0.0,0.0,0.028321025395249496,0.013247005442938118,8.395223441104265e-19,6.047910502144994e-19,0.02435043081495382,0.025337829723178988,1.0074410193806773e-18,6.02520326364702e-20,0.007305931393581742,0.0,0.034297082449714765,0.08588568789103886,9.70709283428357e-19,0.0068753724610541534,1.0277698101147807e-18,1.9196131840023878e-18,1.144621412607454e-19,3.990652115381903e-19,0.0,0.03134106746526932,0.029308940401618872,0.024601548489610537,0.043215259974975544,,0.00023961188982608004,0.0,4.082794064515017e-19,,8.301875470585037e-20,0.0,1.0452481827867355e-18,1.9305914186517928e-21,0.025394194502709095,0.000815175946560693,0.008507805302591674,0.023966283686489214,0.0,0.009378634544089335,,0.0,2.5676367639946785e-19,0.005127737103188155,0.0,2.5242534415671043e-19,0.08536844329379077,1.0090961410467659e-19,0.08256978412641211,0.0008339718737643126
2024-01-19,0.0,0.02192657668482637,0.0,0.0,8.69065329757841e-19,7.947534300486769e-19,2.9985918920295124e-19,0.02738498318579427,1.0089289335612866e-18,0.036968550691519025,2.320965534226072e-19,0.0,0.0,0.0,5.438046780121898e-19,1.483434591509175e-19,4.871566380526375e-19,0.044063338514794284,0.01545346821003113,1.9166597160361512e-19,0.0,0.06286577243574,0.011045507582864397,5.709097323243274e-19,3.4033879079427076e-18,0.02666206847180078,5.234758872780866e-19,0.0113084438739536,3.3374050709312326e-19,1.1468921364572515e-18,0.0,0.0023966790474424277,1.914389719544008e-19,0.005372255840757302,6.183435773705682e-19,6.091293824572568e-19,2.2965862208733024e-19,0.0,0.06767943758335503,1.1918880501682154e-18,0.00858291975550679,0.00704672818400992,0.0,6.454486316827058e-19,5.591370039371276e-20,0.0,1.0113668648965635e-18,0.0,0.0,0.054954445764999124,2.880864608157515e-20,0.0,0.0,0.028321025395249496,0.013247005442938118,8.395223441104265e-19,6.047910502144994e-19,0.02435043081495382,0.025337829723178988,1.0074410193806773e-18,6.02520326364702e-20,0.007305931393581742,0.0,0.034297082449714765,0.08588568789103886,9.70709283428357e-19,0.0068753724610541534,1.0277698101147807e-18,1.9196131840023878e-18,1.144621412607454e-19,3.990652115381903e-19,0.0,0.03134106746526932,0.029308940401618872,0.024601548489610537,0.043215259974975544,,0.00023961188982608004,0.0,4.082794064515017e-19,,8.301875470585037e-20,0.0,1.0452481827867355e-18,1.9305914186517928e-21,0.025394194502709095,0.000815175946560693,0.008507805302591674,0.023966283686489214,0.0,0.009378634544089335,,0.0,2.5676367639946785e-19,0.005127737103188155,0.0,2.5242534415671043e-19,0.08536844329379077,1.0090961410467659e-19,0.08256978412641211,0.0008339718737643126
2024-01-26,0.0,0.01270490804692221,0.0,0.0,7.619908477042475e-19,0.0,1.3311969882591374e-18,0.014466954041014208,0.0,0.0564250297497201,3.82520087334321e-19,2.2027241708778103e-19,0.0,1.1011866822322534e-18,3.0493269643944227e-21,0.0,1.6731760972632998e-18,0.045001537574746106,0.013007587245864288,4.096251416464586e-19,0.0,0.07794505337367212,0.009876487257344876,0.0,1.389572541513682e-19,0.016392420455615456,1.656796528372201e-19,3.469446951953614e-18,0.0,8.975161192649356e-19,0.0,6.535706304556971e-19,3.731330048085216e-20,0.00015987998469793542,4.638352502707338e-19,3.82520087334321e-19,2.198897614614953e-19,0.0,0.07642265074717881,0.0,0.009046839773122617,0.006635950320257446,3.354688979143659e-19,5.18045358895009e-19,4.638352502707338e-19,0.0034784744769065907,1.3857459852508249e-19,0.0,6.264655761435594e-19,0.058263553918521956,3.2830997871004576e-19,0.0,0.0,0.005823380172538974,0.0009017185470179276,7.077807390799723e-19,6.264655761435594e-19,0.029466564507064405,0.015690157336791688,4.638352502707338e-19,1.3857459852508249e-19,0.007053742397035595,0.0,0.03609456163645999,0.10654169650440885,9.788312822013485e-19,0.00227875535652768,0.0,0.0,1.1146954421294488e-19,2.0245156422963535e-19,7.619908477042475e-19,0.03663221376494447,0.024613927107561318,0.013112652145320137,0.04451094017333959,,0.0,0.0,2.198897614614953e-19,,1.9316736277564347e-19,1.3857459852508249e-19,0.0,0.0,0.020553179115272546,5.722554675192842e-19,6.071532165918825e-18,0.0207449257056501,0.0,0.012668817001466324,,2.7409987008577054e-19,0.0,0.0007045489827061701,0.0,2.4677261408705803e-19,0.1142220757739114,0.0,0.10613750128747816,0.002421315518920024
2024-02-02,0.0,0.01270490804692221,0.0,0.0,7.619908477042475e-19,0.0,1.3311969882591374e-18,0.014466954041014208,0.0,0.0564250297497201,3.82520087334321e-19,2.2027241708778103e-19,0.0,1.1011866822322534e-18,3.0493269643944227e-21,0.0,1.6731760972632998e-18,0.045001537574746106,0.013007587245864288,4.096251416464586e-19,0.0,0.07794505337367212,0.009876487257344876,0.0,1.389572541513682e-19,0.016392420455615456,1.656796528372201e-19,3.469446951953614e-18,0.0,8.975161192649356e-19,0.0,6.535706304556971e-19,3.731330048085216e-20,0.00015987998469793542,4.638352502707338e-19,3.82520087334321e-19,2.198897614614953e-19,0.0,0.07642265074717881,0.0,0.009046839773122617,0.006635950320257446,3.354688979143659e-19,5.18045358895009e-19,4.638352502707338e-19,0.0034784744769065907,1.3857459852508249e-19,0.0,6.264655761435594e-19,0.058263553918521956,3.2830997871004576e-19,0.0,0.0,0.005823380172538974,0.0009017185470179276,7.077807390799723e-19,6.264655761435594e-19,0.029466564507064405,0.015690157336791688,4.638352502707338e-19,1.3857459852508249e-19,0.007053742397035595,0.0,0.03609456163645999,0.10654169650440885,9.788312822013485e-19,0.00227875535652768,0.0,0.0,1.1146954421294488e-19,2.0245156422963535e-19,7.619908477042475e-19,0.03663221376494447,0.024613927107561318,0.013112652145320137,0.04451094017333959,,0.0,0.0,2.198897614614953e-19,,1.9316736277564347e-19,1.3857459852508249e-19,0.0,0.0,0.020553179115272546,5.722554675192842e-19,6.071532165918825e-18,0.0207449257056501,0.0,0.012668817001466324,,2.7409987008577054e-19,0.0,0.0007045489827061701,0.0,2.4677261408705803e-19,0.1142220757739114,0.0,0.10613750128747816,0.002421315518920024
2024-02-09,0.0,0.01270490804692221,0.0,0.0,7.619908477042475e-19,0.0,1.3311969882591374e-18,0.014466954041014208,0.0,0.0564250297497201,3.82520087334321e-19,2.2027241708778103e-19,0.0,1.1011866822322534e-18,3.0493269643944227e-21,0.0,1.6731760972632998e-18,0.045001537574746106,0.013007587245864288,4.096251416464586e-19,0.0,0.07794505337367212,0.009876487257344876,0.0,1.389572541513682e-19,0.016392420455615456,1.656796528372201e-19,3.469446951953614e-18,0.0,8.975161192649356e-19,0.0,6.535706304556971e-19,3.731330048085216e-20,0.00015987998469793542,4.638352502707338e-19,3.82520087334321e-19,2.198897614614953e-19,0.0,0.07642265074717881,0.0,0.009046839773122617,0.006635950320257446,3.354688979143659e-19,5.18045358895009e-19,4.638352502707338e-19,0.0034784744769065907,1.3857459852508249e-19,0.0,6.264655761435594e-19,0.058263553918521956,3.2830997871004576e-19,0.0,0.0,0.005823380172538974,0.0009017185470179276,7.077807390799723e-19,6.264655761435594e-19,0.029466564507064405,0.015690157336791688,4.638352502707338e-19,1.3857459852508249e-19,0.007053742397035595,0.0,0.03609456163645999,0.10654169650440885,9.788312822013485e-19,0.00227875535652768,0.0,0.0,1.1146954421294488e-19,2.0245156422963535e-19,7.619908477042475e-19,0.03663221376494447,0.024613927107561318,0.013112652145320137,0.04451094017333959,,0.0,0.0,2.198897614614953e-19,,1.9316736277564347e-19,1.3857459852508249e-19,0.0,0.0,0.020553179115272546,5.722554675192842e-19,6.071532165918825e-18,0.0207449257056501,0.0,0.012668817001466324,,2.7409987008577054e-19,0.0,0.0007045489827061701,0.0,2.4677261408705803e-19,0.1142220757739114,0.0,0.10613750128747816,0.002421315518920024
